FileName,Reference,Types
NZ3NY006C,"iPLEDGE. (2020). Accessed: September 10, 2020: https://www.ipledgeprogram.com/iPledgeUI/aboutProgram.",NON TRADITIONAL REF
NZ3QY000C,"ClinVar . https://www.ncbi.nlm.nih.gov/clinvar/variation/17582/.Accessed February 15, 2019 .",NON TRADITIONAL REF
NZ3QY000C,"Catalogue of Somatic Mutations in Cancer . https://cancer.sanger.ac.uk/cosmic/mutation/overview?id=5670 . Accessed February 15, 2019 .",NON TRADITIONAL REF
NZ3UN000C,"Joint commission of national dental examination. INBDE Information for Dental Schools . American Dental Association Web site. https://www.ada.org/~/media/JCNDE/pdfs/inbde_facts_schools.pdf?la=en<less than>/bib <greater than> Updated July 2019. Accessed October 1, 2020.",NON TRADITIONAL REF
NZ3UN000C,"Joint Commission of National Dental Examination. INBDE item development guide: National Board Dental Examination . American Dental Association Web site. https://www.ada.org/~/media/JCNDE/pdfs/INBDE_Item_Development_Guide.pdf?la=en Published January 2019 . Accessed October 1, 2020.",NON TRADITIONAL REF
NY7SO001C,"Brown, O. & Eremenko, P. 2006 The value proposition for fractionated space architec- tures. In AIAA Space 2006, San Jose, CA, USA.",TRADITIONAL REF
NY7SO001C,"Grogan, P. T. 2019. Orbital federates simulation ~ Python https://github.com/ptgrogan/of spy.",TRADITIONAL REF
NY7SO001C,"Grogan, P. T. & deWeck, O. L. 2015 Interactive simulation games to assess federated satellite system concepts. In 2015 IEEE Aerospace Conference, Big Sky, MT, USA.",TRADITIONAL REF
NY7SO001C,"Harsanyi, J. C. 1967 Games with incomplete information played by `Bayesian' players, I~III, Part I. Management Science 14 (3), 159~182.",TRADITIONAL REF
NY7SO001C,"Harsanyi, J. C. & Selten, R. 1988 A General Theory of Equilibrium Selection in Games. MIT Press.",TRADITIONAL REF
NY7SO001C,"Herrmann, J.W. 2010 Progressive design processes and bounded rational designers. Journal of Mechanical Design 132 (8), 081005.",TRADITIONAL REF
NY7SO001C,"Kang, N., Ren, Y., Feinberg, F. M. & Papalambros, P. Y. 2016 Public investment and electric vehicle design: A model-based market analysis framework with application to a USA~China comparison study. Design Science 2 (e6), 1~42.",TRADITIONAL REF
NY7SO001C,"Maier, M.W. 1998 Architecting principles for systems-of-systems. Systems Engineering 1 (4), 267~284.",TRADITIONAL REF
NY7SO001C,"National Research Council, 2011 Assessment of Impediments to Interagency Collaboration on Space and Earth Science Missions. National Academies Press.",TRADITIONAL REF
NY7SO001C,"Oates,W. E. 2008 On the theory and practice of fiscal decentralization. In Institutional Foundations of Public Finance: Economic and Legal Perspectives, chapter 5 (ed. A. J. Auerbach & D. N. Shaviro), pp. 165~189. Harvard University Press.",TRADITIONAL REF
NY7SO001C,"O'Neill, M. G., Yue, H., Nag, S., Grogan, P. & deWeck, O. L. 2010 Comparing and optimizing the DARPA System F6 program value-centric design methodologies. In AIAA Space 2010 Conference and Exposition, Anaheim, CA, USA.",TRADITIONAL REF
NY7SO001C,"Selten, R. 1995 An axiomatic theory of a risk dominance measure for bipolar games with linear incentives. Games and Economic Behavior 8 (1), 213~263.",TRADITIONAL REF
NY7SO001C,"Simon, H. 1959 Theories of decision-making in economics and behavioral science. American Economic Review 49 (3), 253~283.",TRADITIONAL REF
NY7SO001C,"Skryms, B. 2004 The Stag Hunt and the Evolution of Social Structure. Cambridge University Press.",TRADITIONAL REF
NY7SO001C,"Arrow, K. J. 1971 Aspects of the theory of risk bearing. In Essays in the Theory of Risk Bearing, pp. 90~109. Markham Publishing Company.",TRADITIONAL REF
NY7SP000C,"Angelov, N., Johansson, P., & Lindahl, E. (2013). Is the Persistent Gender Gap in Income and Wages Due to Unequal Family Responsibilities? IZA Discussion Papers 7181, Institute for the Study of Labor (IZA).",TRADITIONAL REF
NY7SP000C,"Butrica, B. A., & Karamcheva, N. S. (2014). The impact of informal caregiving on older adults' labor supply and economic resources (Final Report). The Urban Institute, Washington D.C.",TRADITIONAL REF
NZ1UX005C,"See Supplemental Material at http://link.aps.org/supplemental/10.1103/PhysRevB.102.134305 for full description on sample preparation, experimental facilities, reflectivity (1-emissivity) fittings, and multioscillator dielectric simulation parameters.",NON TRADITIONAL REF
NZ1UX005C,"Focus Software, http://cemhti.cnrs-orleans.fr/pot/software/focus.htm.",NON TRADITIONAL REF
NZ1UX006C,"ITensor Library (version 3.1.3), http://itensor.org.",NON TRADITIONAL REF
NZ1UX008C,See Supplemental Material at http://link.aps.org/supplemental/10.1103/PhysRevB.102.134413 for the tensorial interaction pa- rameters in the Fe DL on W(110).,NON TRADITIONAL REF
NZ1VI000C,"See Supplemental Material at http://link.aps.org/supplemental/10.1103/PhysRevB.102.140301 for additional details on dis- persion relation and frequency response of dual lattices, and information on beam model used throughout the work.",NON TRADITIONAL REF
NZ1VI005C,"http://emir.in2p3.fr/LSI, electron irradiation facility.",NON TRADITIONAL REF
NZ1VI005C,https://physics.nist.gov/cgi-bin/Star/estar-u.pl,NON TRADITIONAL REF
NZ1XF002C,"See Supplemental Material http://link.aps.org/supplemental/10.1103/PhysRevB.102.155115 for structural parameters, phonon dispersions, bands structures of the CCDW phase, DFT and MLWF bands, phonon linewidth, phonon dispersions, bands structures of the high symmetry phase, phonon dispersions and density of states of the compressed bulk 1T-NbS2 at different pressure.",NON TRADITIONAL REF
NZ1ZK000C,"See Supplemental Material at http://link.aps.org/supplemental/10.1103/PhysRevX.10.041008 for extra data of fittings of resistivity with other models, low field ZFC and FC magnetizations, comparison of superconducting transitions between Se and present sample, and super- conducting transitions in the decreasing pressure process.",NON TRADITIONAL REF
NZ2AA000C,"See Supplemental Material at http://link.aps.org/supplemental/10.1103/PhysRevLett.125.160501 for details, which includes Refs. [ 47-50].",NON TRADITIONAL REF
NZ2AA000C,"We emphasize that for any value of squeezing the distin- guished features of the state remain. For example, the negativity of its Wigner function depends on the single effective parameter .e3r [44].",NON TRADITIONAL REF
NZ2AA000C,"Having at one's disposal one specific value of cubicity is enough for universality. One reason is that arbitrary cubicity value can be achieved complementing the cubic phase gate with additional squeezing gates. In particular, one value of the cubicity that corresponds to implement the T gate within GKP encodingis achievable with our method.",NON TRADITIONAL REF
NZ2AA001C,"See the Supplemental Material at http://link.aps.org/supplemental/10.1103/PhysRevLett.125.161801 for con- crete examples of anomaly-free ALP DM and detailed evaluation of the stellar cooling anomaly, where Refs. [ 27-37] are included.",NON TRADITIONAL REF
NZ2AA001C,See https://www.the-athena-x-ray-observatory.eu.,NON TRADITIONAL REF
NZ2AA006C,See Supplemental Material at http://link.aps.org/supplemental/10.1103/PhysRevLett.125.163901 for more detailed discussions.,NON TRADITIONAL REF
NZ2AA007C,See Supplemental Material at http://link.aps.org/supplemental/10.1103/PhysRevLett.125.165301 for a description of the quantum Monte Carlo calculations of the in-trap and momentum densities; for the detailed go2THORN analysis of the measured correlation functions ok; k0THORN; O for the measure of the detector resolution; for the detailed description of the numerical calculations of sBk in the Bogoliubov approximation; for a discussion on the bunching of collective vs single-particle thermal ex- citations.,NON TRADITIONAL REF
NZ2AA008C,"See Supplemental Material at http://link.aps.org/supplemental/10.1103/PhysRevLett.125.166001 for further details on the construction of degenerate configurations, the composition of the datasets, and the neural network model.",NON TRADITIONAL REF
NZ2AA008C,"All body-order correlations with . = 3, when defined as an average over proper rotations, are sensitive to chirality and can differentiate between enantiomers. When learning non- chiral properties, such as the energy, one can average over inversion. Unless otherwise specified, in this work j..3 i i",NON TRADITIONAL REF
NZ2AA009C,"See Supplemental Material at http://link.aps.org/supplemental/10.1103/PhysRevLett.125.166401 for which provides additional details on the calculations and more detail on the effect of SOC, which contains the Refs. [ 35- 45].",NON TRADITIONAL REF
NZ2AA009C,"For simplicity we use the same interaction parameters in both compounds. These values are commonly used for Sr RuO [4,9,13,14,24,53]. Following constrained random 2 4phase calculations, we note that in Sr MoO the interaction 2 4 values are estimated to be about 8% larger than in Sr RuO 2 4",NON TRADITIONAL REF
NZ2AA010C,"See Supplemental Material at http://link.aps.org/supplemental/10.1103/PhysRevLett.125.168301 for details, which includes Refs. [ 23-25].",NON TRADITIONAL REF
NZ2BH001C,See Supplemental Material at http://link.aps.org/supplemental/10.1103/PhysRevFluids.5.103701 for an animated simulation.,NON TRADITIONAL REF
NZ2BH003C,See Supplemental Material at http://link.aps.org/supplemental/10.1103/PhysRevFluids.5.104603 for the video described in Appendix B.,NON TRADITIONAL REF
NZ2MD003C,"Compliance Certification Board . 2014 . "" Compliance certification ."" Accessed December 12, 2015 . http://www.compliancecertification.org/.",NON TRADITIONAL REF
NZ2VW000C,Brasil. Instituto Nacional de Estudos e Pesquisas Anisio Teixeira [INEP] (2018). Disponivel em http://portal.inep.gov.br/artigo/-/asset_publisher/B4AQV9zFY7Bv/content/portal-do-ideb-por-escola-esta-disponivel-para-consulta/21206.Acesso em 02 Set. 2018.,NON TRADITIONAL REF
NZ2VW000C,"Brasil, Ministerio da Educacao [MEC]. (2017). Disponivel em: http://portal.mec.gov.br/conheca-o-ideb, acesso em 03 Jul. 2017",NON TRADITIONAL REF
NY7SP000C,"Colombo, F., Lena-Nozal, A., Mercier, J., & Tjadens, F. (2011). Help Wanted? Providing and Paying for Long-Term Care. OECD Health Policy Studies, OECD Publishing. https://doi.org/10.1787/9789264097759-en",TRADITIONAL REF
NY7SP000C,"Cukrowska, E. (2011). Investigating the motherhood penalty in a post-communist economy: evidence from Poland (Master's dissertation prepared under supervision of Almos Telegdy). Central European University, Budapest.",TRADITIONAL REF
NY7SP000C,"Cukrowska-Torzewska, E. (2015). She cares and he earns? The family gap in Poland. Ekonomia, 42, 43-47. https://doi.org/10.17451/eko/42/2015/130 Cukrowska-Torzewska, E., & Lovasz, A. (2016). Are children driving the gender wage gap? Economics of Transition, 24(2), 259-297. https://doi.org/10.1111/ ecot.12090",TRADITIONAL REF
NY7SP000C,"Cukrowska-Torzewska, E., & Lovasz, A. (2020). The role of parenthood in shaping the gender wage gap-A comparative analysis of 26 European countries. Social Science Research, 85, Article 102355. https://doi.org/10.1016/j.ssresearch.2019.102355",TRADITIONAL REF
NY7SP000C,"Datta Gupta, N., & Smith, N. (2002). Children and Career Interruptions: The Family Gap in Denmark. Economica, 69(276), 609-629. https://doi.org/10.1111/1468-0335.00303",TRADITIONAL REF
NY7SP000C,"Eisenberg, R. (2017, June 21). The Stress of Working Daughters Who Are Caregivers. Next Avenue. https://www.nextavenue.org/daughters-caregivers-work/",TRADITIONAL REF
NY7SP000C,"Folbre, N. (2002). The Invisible Heart: Economics and Family Values (1st ed.). The New Press.",TRADITIONAL REF
NY7SP000C,"Grewinski, M. (2012). Transformation of social policy in Poland in the context of the social solutions Europeanization. Problemy Polityki Spolecznej. Studia i Dyskusje, 19, 27-38 (in Polish). http://www.problemypolitykispolecznej.pl/Numer--2012,8735",TRADITIONAL REF
NY7SP000C,"Heitmueller, A., Inglis, K., & IZA Discussion Paper 1273. (2004). Carefree? Participation and Pay Differentials for Informal Carers in Britain. IZA Discussion Paper 1273, Institute for the Study of Labor ( IZA).",TRADITIONAL REF
NY7SP000C,"Jee, E., Misra, J., & Murray-Close, M. (2018). Motherhood Penalties in the U.S., 1986-2014. Journal of Marriage and Family, 81(2), 434-449. https://doi.org/10.1111/jomf.12543",TRADITIONAL REF
NY7SP000C,"Johnson, R. W., & Lo Sasso, A. T. (2000). The trade-off between hours of paid employment and time assistance to elderly parents at midlife (Research Report). The Urban Institute, Washington D.C. https://www.urban.org/sites/default/files/publication/62491/409366-the-trade-off-between-hours-of-paid-employment-and-time-assistance-to-elderly-parents-at-midlife.pdf",TRADITIONAL REF
NY7SP000C,"Niewiadomska, A. (2013). Analysis of the Phenomenon of Economic Inactivity in Poland. Nauki Spoleczne, 2(8), 103-116 (in Polish).",TRADITIONAL REF
NY7SP000C,"Perek-Bialas, J., & Raclaw, M. (2014). Transformation of elderly care in Poland. In M. Leon (Ed.), The transformation of care in European societies (2014th ed., pp. 256-275). Palgrave Macmillan. https://doi.org/10.1057/9781137326515_12",TRADITIONAL REF
NZ1DB001C,Rigveda. Available at: https://aurobindo.ru/sourses/pub/elizarenkova-rig_veda_r.pdf. (ac- cessed 20.07.2020). (In Russ.).,NON TRADITIONAL REF
NZ1DB001C,The Rig Veda in Sanskrit. Available at: https://www.sacred-texts.com/hin/rvsan/. (accessed 20.07.2020). (In Sans.).,NON TRADITIONAL REF
NZ1DB003C,BLC-Business Letter Corpus of English. Available at: https://www2.fgw.vu.nl/resources/corpora/detail.php?idnr=27. (access mode 16.07.2020).,NON TRADITIONAL REF
NZ1DB003C,LBCL - Learner Business Letter Corpus. In: Sketch Engine. Available at: https://app.sketch-engine.eu/#dashboard?corpname=user%2Fkochetova%2Fbusiness_letter_cor- pus. (access mode 16.07.2020).,NON TRADITIONAL REF
NZ1DB018C,"GAIO-Gosudarstvennyy arkhiv Irkutskoy oblasti [State archive of the Irkutsk region]. F. 147. (Oblastnoye upravleniye selskogo khozyaystva) Op. 1. D. 1386. Ll. 28,49,59,64, 78,80, 111, 135, 140,172. D. 1467. Ll. 38,46,52. D. 1586. L. 35. F. 2679 (Oblastnoye statisticheskoye upravleniye) Op. 8. D. 134. L. 5. D. 139. L. 8. D. 163. Ll. 23, 24, 28. D. 189. Ll. 10, 11, 13, 17. D. 206. Ll. 3-8, 24, 28. (In Russ.).",NON TRADITIONAL REF
NZ1DB022C,"GAUO-Gosudarstvennyy arkhiv Ulyanovskoy oblasti. F. 88. Op. 4. D. 417. Ll. 3-4(ob); F. 88. Op. 4, Svedeniya o deyatelnosti gorodskikh golov; F. 37. Op. 35. D. 11-12 [State archive of the Ulyanovsk region. F. 88. Op. 4. D. 417. Ll. 3-4(Ob); F. 88. Op. 4, In- formation about the activities of city Heads; F. 37. Op. 35. D. 11-12.]. (In Russ.).",NON TRADITIONAL REF
NZ1DB022C,"RGIA-Rossiyskiy gosudarstvennyy istoricheskiy arkhiv. F. 1152. Op. 10, d. 594, l. 3 [Rus- sian state historical archive. F. 1152. Op. 10. D. 594. L. 3]. (In Russ.).",NON TRADITIONAL REF
NZ1DB025C,GASO-Gosudarstvennyy arkhiv Sverdlovskoy oblasti. (Uralskoe gornoe upravlenie) [State Archives of the Sverdlovsk Region. (Ural Mining Administration)]. (In Russ.).,NON TRADITIONAL REF
NZ1DB025C,RGADA-Rossiyskiy gosudarstvennyy arkhiv drevnikh aktov [Russian State Archive of An- cient Acts]. (In Russ.).,NON TRADITIONAL REF
NZ1DB026C,AVP-Arkhiv vneshney politiki Rossiyskoy Federatsii [Archive of foreign policy of the Rus- sian Federation]. (In Russ.).,NON TRADITIONAL REF
NZ1HV000C,http://www.crystallography.net/cod (Crystal information file of LaVO4 for mono- clinic structure).,NON TRADITIONAL REF
NZ1HV002C,"Ministry of Agriculture, Livestock and Food Supply (MAPA). Normative Instruction no. 13. Technical regulation for setting both the identity and quality standards for sugar cane spirit and cachaca. Brasil, Diario Oficial da Uniao, 30/06/2005, section 1, p. 3. http://www.agricultura.gov.br/assuntos/inspecao/produtos-vegetal/legislacao-1/biblioteca-de-normas-vinhos-e-bebidas/instrucao-normativa-no-13-de-29-de-junho-de-2005.pdf, 2005 (Accessed March 28, 2020).",NON TRADITIONAL REF
NY7SP000C,"Viitanen, T. K. (2007). Informal and formal care in Europe (Sheffield Economic Research Paper No. 2007010). Department of Economics, University of Sheffield. http://eprints.whiterose.ac.uk/9967/",TRADITIONAL REF
NY7SP000C,"Witkowska, D. (2012). Wage disparities in Poland. Econometric models of wages. Quantitative Methods in Economics, 15(1), 192-208. http://qme.sggw.pl/pdf/MIBE_T15_z1.pdf",TRADITIONAL REF
NY7SP000C,"Zharikova, I. (2006). Studying the ""Motherhood Penalty"" for Russia in Transition. Central European University Department of Economics, Master Thesis Collection.",TRADITIONAL REF
NY7SP010C,"Aoki, M., Patrick, H. T. (1994). The Japanese main bank system: its relevance for developing and transforming economies. Oxford [England], New York: Oxford University Press.",TRADITIONAL REF
NY7SP010C,"Aoki, M., Dore, R. P. (1994). The Japanese firm: the sources of competitive strength. Oxford [England]; New York: Oxford University Press.",TRADITIONAL REF
NY7SP010C,"Ahmadjian, C.L. (2007). Foreign investment and corporate governance in Japan, in: Corporate governance in Japan. Institutional change and organizational diversity. (eds) M. Aoki, G. Jackson, H. Miyajima. Oxford, Oxford University Press.",TRADITIONAL REF
NY7SP010C,"Ahmadjian C.L. (2008). Japan's Evolving Corporate Governance System Is There a New Model of Japanese Management? APAN SPOTLIGHT, May / June. https://www.jef.or.jp/journal/pdf/159th_cover02.pdf",TRADITIONAL REF
NY7SP010C,"Allen F., Zhao M. (2007). The Corporate Governance Model of Japan: Shareholders are not Rulers. Franklin Allen University of Pennsylvania and Bentley College, May, 1-17. http://finance.wharton.upenn.edu/~allenf/download/Vita/Japan-Corporate- Governance.pdf.",TRADITIONAL REF
NY7SP010C,"Aronson, B. E. (2014). Fundamental Issues and Recent Trends in Japanese Corporate Governance Reform: A Comparative Perspective. Hastings Business Law Journal, June",TRADITIONAL REF
NY7SP010C,"Ahmadjian C.L. (2008). Japan's Evolving Corporate Governance System Is There a New Model of Japanese Management? APAN SPOTLIGHT, May / June. https://www.jef.or.jp/journal/pdf/159th_cover02.pdf.",TRADITIONAL REF
NZ0UN006C,European Community (1998) Drinking Water Directive. Directive 98/83/EC of 3 November 1998 on the quality of water intended for human consumption.,NON TRADITIONAL REF
NZ0UN006C,European Community (2000) Water Framework Directive Directive 2000/60/EC of 23 October 2000 establishing a framework for Community action in the field of water policy.,TRADITIONAL REF
NZ0UN006C,European Community (2006) Ground Water Daughter Directive 2006/118/EC of 12 December 2006 on the protection of groundwa- ter against pollution and deterioration.,TRADITIONAL REF
NZ0UN006C,"Legislative Decree (2006) Norme in materia ambientale. Norme in materia di difesa del suolo e lotta alla desertificazione, di tutela delle acque dall'inquinamento e di gestione delle risorse idriche ""Environmental regulations. Rules on soil protection and the fight against desertification, protection of water from pollution and management of water resources"" Decreto Legislativo n.152 21 aprile 2006, Parte Terza.",NON TRADITIONAL REF
NZ0UN006C,"Legislative Decree (2009) Attuazione della direttiva 2006/118/CE, rela- tiva alla protezione delle ac- que sotterranee dall'inquinamento e dal deterioramento ""Implementation of Directive 2006/118 / EC, relating to the protection of groundwater from pollution and deterioration"". Decreto legislativo 16 marzo 2009.",NON TRADITIONAL REF
NZ0UN006C,"Regional Decree (2010) Rete di Monitoraggio delle acque superficiali e sotterranee della Toscana in attuazione delle disposizioni di cui al D. Lgs. 152/06 E Del D.Lgs. 30/09 ""Monitoring network of sur-face and underground waters of Tuscany in implementation of the provisions of Legislative Decree 152/06 and of Legislative Decree 30/09"". Decreto Giunta Regionale Toscana n.100 del 8 febbraio 2010.",NON TRADITIONAL REF
NZ0UN006C,"WFD Guidance Documents (2003) Identification of Water Bodies. Common implementation strate-gy for the Water Framework Di- rective (2000/60/ EC), Guidance Document No.2.",TRADITIONAL REF
NZ0UP003C,"22 Minister of Health. Labour and Welfare [Internet]. Tokyo: The Minister of Health, Labour and Welfare in accordance with Article 30-2 of the Health Promotion Act (Act No.103 of 2002). Overview of Dietary Reference Intakes for Japanese [updated 2014 March 28; cited 2020 March 26]. Available from: https://www.mhlw.go.jp/file/06-Seisakujouhou-10900000-Kenkoukyoku/Overview.pdf",NON TRADITIONAL REF
NZ0UP012C,"17 5 -ALA JOURNAL [Internet]. Tokyo: Neopharma Japan Co., Ltd.; [updated 2019 Nov 28; cited 2020 Jun 101. Available from: http://5ala-journal.com/animalL Japanese.",NON TRADITIONAL REF
NZ0UU000C,https://www.technologyreview.com/2005/11/08/101125/smart-fibers/,NON TRADITIONAL REF
NZ0UU000C,https://www.furukawa.co.jp/en/product/catalogue/,NON TRADITIONAL REF
NZ0UU000C,https://fiber-optic-catalog.ofsoptics.com/item/optical-fibers/highly-nonlinear-fiber-optical-fibers1/hnlf-pm-highly-non-linear-fiber-modules,NON TRADITIONAL REF
NZ0VE001C,"Pittman I, Philipson L H, Steiner D F. Http://diabetesmanager.pbworks.com/w/page/17680216/Insulin% 20Biosynthesis%2C%20Secretion%2C%20Structure%2C%20and% 20Structure-Activity%20Relationships",NON TRADITIONAL REF
NZ0VK001C,"World Bank: Decline of Global Extreme Poverty Continues but Has Slowed, World Bank, avail- able at: https://www.worldbank.org/en/news/press-release/2018/09/19/decline-of-global-extreme-poverty-continues-but-has-slowed, last access: 27 August 2020.",NON TRADITIONAL REF
NZ0VN000C,"Dynapower: DPS-500 500kW bidirectional DC to DC con- verter for utility scale solar plus storage, avail- able at: https://www.dynapower.com/products/energy-storage-solutions/dc-coupled-utility-scale-solar-plus-storage/dps-500/#1484175014994-ffbe8ee5-",NON TRADITIONAL REF
NZ0VR000C,European Centre for Medium-range Weather Forecasts. https://www.ecmwf.int/ (Accessed on 30 Dec 2019).,NON TRADITIONAL REF
NZ0VT000C,"Singh R. Velu G. ( 2017 ). Zinc-Biofortified Wheat: Harnessing Genetic Diversity for Improved Nutritional Quality. Science Brief: Biofortification, No. 1 (May 2017) . Bonn : CIMMYT, HarvestPlus, and the Global Crop Diversity Trust .",NON TRADITIONAL REF
NZ0WD000C,"National Highway Traffic Safety Administration. (1998). Auto Theft and Recovery: Effects of the Anti Car Theft Act of 1992 and the Motor Vehicle Theft Law Enfrocement Act of 1984. A Report to Congress, July 1998. Washington D.C.: Department of Transportation and NHTSA.",NON TRADITIONAL REF
NY7SP010C,"Hoshi, T. (1994). The Economic Role of Corporate Grouping and The Main Bank System in: The Japanese Firm: The Sources of Competitive Strength. (eds) Aoki M., Dore R. Oxford: Oxford University Press, 285-309..",TRADITIONAL REF
NY7SP010C,"Inagami T., Whittaker D.H. (2005). The new community firm: Employment, governance, and management reform in Japan. Cambridge University Press, Cambridge. 10.1017/CBO9780511488610.",TRADITIONAL REF
NY7SP010C,"Itami, H. (2005). Revision of the Commercial Code and Reform of the Japanese Corporate Governance. Japan Labor Review, 2. Tokyo.",TRADITIONAL REF
NY7SP010C,"Jackson G., Miyajima H. (2007). Introduction: The Diversity and Change of Corporate Governance in Japan. 10.1093/acprof: oso/9780199284511.003.0001.",TRADITIONAL REF
NY7SP010C,"Jacoby, S. M. (2002). Corporate Governance in Comparative Perspective: Proposals for Convergence. Comparative Labour Law & Policy Journal, 22.",TRADITIONAL REF
NY7SP010C,Japan Corporate Governance. (2020). Corporate Governance Chapters. Nishimura & Asahi. The Legal 500. https://www.legal500.com/guides/guide/corporate-governance/.,TRADITIONAL REF
NY7SP010C,"Kanda H. (2000). Situations in Japan, Company Law Reform, in: OECD Countries. A Comparative Outlook of Current Trends. Stockholm, Sweden 7-8 December. https://www.oecd.org/daf/ca/corporategovernanceprinciples/1931692.pdf.",TRADITIONAL REF
NY7SP010C,"Kansaku H., K. Takei K. (2012). Background and Goals New Recommended English translation of ""Kansayaku"" and"" Kansayaku-kai"". Japan Audit & Supervisory Board Members. Association. http://www.kansa.or.jp/en/New_Recommended_English_translation_of_Kansayaku_and_Kansayaku-kai.pdf",TRADITIONAL REF
NY7SP010C,"Kensy, R. (2001). Keiretsu Economy-New Economy? Japan's Multinational Enterprises from a Postmodern Perspective. New York: Palgrave.",TRADITIONAL REF
NY7SP010C,"Kobayashi A. (2015), Kaisha -ho Nyumon [Introduction to Corporation Law], Tokyo: Daiichi Hohki.",TRADITIONAL REF
NY7SP010C,"Koyama Y. (1991). Japanese Economy: Another Aspect of Development. The Journal of Economics Niigata University, 51.",TRADITIONAL REF
NY7SP010C,"Koyama Y. (2003). Bad Loans Problem and Banking System Crisis in Japan. European and Asian Experiences and Public Policy Consideration, University of Greenwich Business School, London, July.",TRADITIONAL REF
NY7SP010C,"Kwokbun, Ch., Peverelli P.J. (2010). Cultural Hybridization: A Third Way Between Divergence and Convergence. The Journal of New Paradigm Research .66 (3-4), 219-https://www.tandfonline.com/doi/abs/10.1080/02604021003680479?journalCode=gwof20.",TRADITIONAL REF
NY7SP010C,"Kuepper J. (2017). Japan's Lost Decade: Brief History and Lessons. International Investing, https://www.thebalance.com/japan-s-lost-decade-brief-history-and-lessons-1979056.",TRADITIONAL REF
NY7SP010C,"Larcker D., Tayan B. (2011). Corporate Governance Matters. A Closer Look at Organizational Choices and Their Consequences, Pearson Education Inc.",TRADITIONAL REF
NZ0QG000C,"University of Michigan . Influenza encyclopedia: a digital archive . Accessed April 10, 2020 . https://www.influenzaarchive.org/index.html",NON TRADITIONAL REF
NZ0RG007C,"EU Clinical Trials Register (EudraCT): European Medicines Agency 1995-2018 | 30 Churchill Place, Canary Wharf, London E14 5EU. EudraCT Number: 2015-003350-41, The Diabetes Virus Detection and Intervention Trial (DiViDIntervention) . Available at https://www.clinicaltrialsregister.eu/ctr-search/trial/2015-003350-41/NO . Last accessed 11 November 2018.",NON TRADITIONAL REF
NZ0RG018C,Medicare Learning Network . Preventive Services Chart . Available at https://www.cms.gov/Medicare/Prevention/PrevntionGenInfo/medicare-preventive-services/MPS-QuickReferenceChart-1.html#DIABETES Last accessed 13 May 2019.,NON TRADITIONAL REF
NZ0RG018C,"Micromedex Healthcare Series . RED BOOK Online . Greenwood Village, CO : Truven Health Analytics . Available at https://www.ibm.com/products/micromedex-red-book Last accessed 4 February 2019.",NON TRADITIONAL REF
NZ0RV029C,Trend Study: Shopper's Journey Towards Living & Eating Helathier. Https:// Www.Foodnavigator-Usa.Com/Article/2019/04/23/Sweeteners-In-Focus- Where-Next-For-Allulose-Stevia-Isomaltulose-Beneo-Cargill-Icon-Foods- Weigh-In.,NON TRADITIONAL REF
NZ0RV029C,"Consumers More Interested in Reducing Sugar Than Replacing It, Yet Use of Sweeteners Surges. Https://Www.Foodnavigator-Usa.Com/Article/2019/11/ 19/Innova-Market-Insights-Consumers-More-Interested-In-Reducing-Sugar- Than-Replacing-It-Yet-Use-Of-Sweeteners-Surges.",NON TRADITIONAL REF
NZ0RV033C,"R. Lindsey, L. Dahlman, (2019). Retrieved from https://www.climate.gov/news-features/understanding-climate/climate-change-global-temperature [27 November 2019].",NON TRADITIONAL REF
NZ0RV033C,"H. Shaftel, R. Jackson, S. Callery, (2019). Retrived from https://climate.nasa.gov/news/2841/2018-fourth-warmest-year-in-continued-warming-trend-according-to-nasa-noaa [27 November 2019].",NON TRADITIONAL REF
NZ0RV033C,U.S. Energy Information Adminnistration (2019). Retrieved from https://www.eia.gov/energyexplained/energy-and-the-environment/greenhouse-gases.php [27 November 2019].,NON TRADITIONAL REF
NZ0TJ000C,Congreso de la Republica de Colombia-Camara de Representantes. Control de la obesidad-Proyecto de Ley 214 de 2018. Available from: http://www.camara.gov.co/control-de-la-obesidad-0 . [cited 2019 Oct 4].,NON TRADITIONAL REF
NZ0TJ000C,El Congreso de Colombia. Derecho del Bienestar Familiar [LEY 1355 DE 2009( octubre 14) Diario Oficial No. 47.502 de 14 de octubre de 2009]. 2009. Available from: https://www.icbf.gov.co/cargues/avance/docs/ley_1355_2009.htm . [cited 2019 Nov 19].,NON TRADITIONAL REF
NZ0TJ000C,5. Institute for Health Metrics and Evaluation (IHME). Institute for Health Metrics and Evaluation-Colombia profile. 2018. Available from: http://www.healthdata.org/colombia. [cited 2020 Aug 19].,NON TRADITIONAL REF
NZ0TJ000C,Proyecto de Ley 019 de 2017-Camara de Representantes 2016,NON TRADITIONAL REF
NZ0TJ000C,International Life Science Institute. ILSI / Estudio Latinoamericano de Nutricion y Salud (ELANS). Available from: https://ilsi.org/elans/. [cited 2019 Nov 7].,NON TRADITIONAL REF
NY7SP010C,OECD Corporate Governance Factbook.. (2019). OECD. http://www.oecd.org/daf/ca/Corporate-Governance-Factbook.pdf,TRADITIONAL REF
NY7SP010C,"Okumura H. (1984). Enterprise Groups in Japan. The Journal of Commercial Papers, 147.",TRADITIONAL REF
